TM1,Score1,vs,TM2,Score2,week
TB,45,-,LV,20,7
LAC,39,-,JAC,29,7
KC,43,-,DEN,16,7
SF,33,-,NE,6,7
ARI,37,-,SEA,34,7
LAR,24,-,CHI,10,7
ATL,25,-,CAR,17,8
BUF,24,-,NE,21,8
MIN,28,-,GB,22,8
KC,35,-,NYJ,9,8
PIT,28,-,BAL,24,8
CIN,31,-,TEN,20,8
LV,16,-,CLE,6,8
MIA,28,-,LAR,17,8
IND,41,-,DET,21,8
DEN,31,-,LAC,30,8
NO,26,-,CHI,23,8
SEA,37,-,SF,27,8
PHI,23,-,DAL,9,8
TB,25,-,NYG,23,8
GB,34,-,SF,17,9
MIN,34,-,DET,20,9
ATL,34,-,DEN,27,9
HOU,27,-,JAC,25,9
NYG,23,-,WAS,20,9
BUF,44,-,SEA,34,9
TEN,24,-,CHI,17,9
KC,33,-,CAR,31,9
BAL,24,-,IND,10,9
LV,31,-,LAC,26,9
MIA,34,-,ARI,31,9
PIT,24,-,DAL,19,9
NO,38,-,TB,3,9
NE,30,-,NYJ,27,9
IND,34,-,TEN,17,10
GB,24,-,JAC,20,10
CLE,10,-,HOU,7,10
NYG,27,-,PHI,17,10
TB,46,-,CAR,23,10
DET,30,-,WAS,27,10
MIA,29,-,LAC,21,10
LV,37,-,DEN,12,10
ARI,32,-,BUF,30,10
PIT,36,-,CIN,10,10
LAR,23,-,SEA,16,10
NO,27,-,SF,13,10
NE,23,-,BAL,17,10
MIN,19,-,CHI,13,10
SEA,28,-,ARI,21,11
HOU,27,-,NE,20,11
CAR,20,-,DET,0,11
CLE,22,-,PHI,17,11
PIT,27,-,JAC,3,11
TEN,30,-,BAL,24,11
WAS,20,-,CIN,9,11
NO,24,-,ATL,9,11
LAC,34,-,NYJ,28,11
DEN,20,-,MIA,13,11
DAL,31,-,MIN,28,11
IND,34,-,GB,31,11
KC,35,-,LV,31,11
LAR,27,-,TB,24,11
HOU,41,-,DET,25,12
WAS,41,-,DAL,16,12
ATL,43,-,LV,6,12
BUF,27,-,LAC,17,12
MIA,20,-,NYJ,3,12
TEN,45,-,IND,26,12
CLE,27,-,JAC,25,12
NYG,19,-,CIN,17,12
MIN,28,-,CAR,27,12
NE,20,-,ARI,17,12
SF,23,-,LAR,20,12
NO,31,-,DEN,3,12
KC,27,-,TB,24,12
GB,41,-,CHI,25,12
SEA,23,-,PHI,17,12
PIT,19,-,BAL,14,12
DET,34,-,CHI,30,13
CLE,41,-,TEN,35,13
IND,26,-,HOU,20,13
MIN,27,-,JAC,24,13
NO,21,-,ATL,16,13
LV,31,-,NYJ,28,13
MIA,19,-,CIN,7,13
NYG,17,-,SEA,12,13
LAR,38,-,ARI,28,13
GB,30,-,PHI,16,13
NE,45,-,LAC,0,13
KC,22,-,DEN,16,13
WAS,23,-,PIT,17,13
BUF,34,-,SF,24,13
BAL,34,-,DAL,17,13
LAR,24,-,NE,3,14
DEN,32,-,CAR,27,14
DAL,30,-,CIN,7,14
CHI,36,-,HOU,7,14
TB,26,-,MIN,14,14
TEN,31,-,JAC,10,14
ARI,26,-,NYG,7,14
KC,33,-,MIA,27,14
SEA,40,-,NYJ,3,14
IND,44,-,LV,27,14
LAC,20,-,ATL,17,14
GB,31,-,DET,24,14
PHI,24,-,NO,21,14
WAS,23,-,SF,15,14
BUF,26,-,PIT,15,14
BAL,47,-,CLE,42,14
LAC,30,-,LV,27,15
BUF,48,-,DEN,19,15
GB,24,-,CAR,16,15
MIA,22,-,NE,12,15
SEA,20,-,WAS,15,15
DAL,41,-,SF,33,15
TB,31,-,ATL,27,15
BAL,40,-,JAC,14,15
IND,27,-,HOU,20,15
CHI,33,-,MIN,27,15
TEN,46,-,DET,25,15
NYJ,23,-,LAR,20,15
ARI,33,-,PHI,26,15
KC,32,-,NO,29,15
CLE,20,-,NYG,6,15
CIN,27,-,PIT,17,15
NO,52,-,MIN,33,16
TB,47,-,DET,7,16
SF,20,-,ARI,12,16
MIA,26,-,LV,25,16
NYJ,23,-,CLE,16,16
PIT,28,-,IND,24,16
BAL,27,-,NYG,13,16
CIN,37,-,HOU,31,16
CHI,41,-,JAC,17,16
KC,17,-,ATL,14,16
LAC,19,-,DEN,16,16
CAR,20,-,WAS,13,16
SEA,20,-,LAR,9,16
DAL,37,-,PHI,17,16
GB,40,-,TEN,14,16
BUF,38,-,NE,9,16
NYG,23,-,DAL,19,17
BAL,38,-,CIN,3,17
TB,44,-,ATL,27,17
BUF,56,-,MIA,26,17
MIN,37,-,DET,35,17
CLE,24,-,PIT,22,17
NE,28,-,NYJ,14,17
TEN,41,-,HOU,38,17
SEA,26,-,SF,23,17
GB,35,-,CHI,16,17
LAR,18,-,ARI,7,17
IND,28,-,JAC,14,17
LAC,38,-,KC,21,17
NO,33,-,CAR,7,17
LV,32,-,DEN,31,17
WAS,20,-,PHI,14,17
